1.960870056e+02;7.399988826e-03
1.962940979e+02;9.263895452e-03
1.965012054e+02;2.595560066e-02
1.967083282e+02;4.701496568e-03
1.969154510e+02;1.207366586e-02
1.971225891e+02;7.817281410e-03
1.973297424e+02;2.670672722e-03
1.975368958e+02;-3.978189547e-03
1.977440643e+02;9.764647111e-03
1.979512482e+02;8.373671211e-03
1.981584320e+02;-1.057141228e-03
1.983656311e+02;-6.426305976e-03
1.985728455e+02;-2.114282455e-03
1.987800751e+02;2.893228782e-03
1.989873047e+02;9.152618237e-03
1.991945496e+02;-9.848105721e-03
1.994018097e+02;-5.007511354e-04
1.996090698e+02;6.064652465e-03
1.998163452e+02;-5.480442662e-03
2.000236359e+02;1.613531378e-03
2.002309418e+02;1.029321807e-03
2.004382477e+02;5.118789151e-03
2.006455688e+02;-3.811272560e-03
2.008528900e+02;1.237968076e-02
2.010602417e+02;6.092472002e-03
2.012675934e+02;6.843598559e-03
2.014749451e+02;9.458632208e-03
2.016823273e+02;-2.503755735e-03
2.018897095e+02;2.781950752e-05
2.020971069e+02;1.947365527e-04
2.023045044e+02;3.644355340e-03
2.025119171e+02;2.698492259e-03
2.027193451e+02;2.253380138e-03
2.029267883e+02;3.866911400e-03
2.031342316e+02;-4.951872397e-03
2.033416901e+02;7.066154853e-03
2.035491638e+02;1.474433928e-03
2.037566376e+02;2.642853186e-03
2.039641418e+02;3.839091863e-03
2.041716309e+02;4.172926128e-04
2.043791504e+02;9.041340090e-03
2.045866699e+02;-5.007511354e-04
2.047942047e+02;6.927057169e-03
2.050017548e+02;-6.148111075e-03
2.052093048e+02;8.457129821e-03
2.054168701e+02;6.954876590e-04
2.056244507e+02;3.143604379e-03
2.058320312e+02;1.443832461e-02
2.060396423e+02;-2.003004542e-03
2.062472534e+02;1.310298778e-02
2.064548645e+02;8.178935386e-03
2.066624908e+02;4.061648156e-03
2.068701324e+02;7.594725583e-03
2.070777893e+02;-9.458632558e-04
2.072854462e+02;-1.057141228e-03
2.074931335e+02;6.760140415e-03
2.077008057e+02;-4.590218887e-03
2.079085083e+02;-9.709008038e-03
2.081162109e+02;4.006009083e-03
2.083239288e+02;6.954876590e-04
2.085316467e+02;-2.809770172e-03
2.087393951e+02;3.644355340e-03
2.089471436e+02;6.342847832e-03
2.091548920e+02;-2.030824078e-03
2.093626709e+02;-2.030824078e-03
2.095704498e+02;2.420297125e-03
2.097782440e+02;-1.502253348e-03
2.099860382e+02;3.366160439e-03
2.101938629e+02;9.013520554e-03
2.104016724e+02;8.345852257e-05
2.106095123e+02;3.449618816e-03
2.108173523e+02;1.012630016e-02
2.110252075e+02;-1.530072885e-03
2.112330780e+02;9.236075915e-03
2.114409637e+02;1.018193923e-02
2.116488495e+02;8.373671211e-03
2.118567505e+02;-3.811272560e-03
2.120646515e+02;-7.984198630e-03
2.122725677e+02;1.527290978e-02
2.124804993e+02;2.503755735e-03
2.126884460e+02;8.874422871e-03
2.128963928e+02;-6.120291655e-04
2.131043549e+02;2.587214112e-03
2.133123322e+02;1.780448481e-02
2.135203094e+02;7.817281410e-03
2.137283173e+02;-4.228564911e-03
2.139363098e+02;3.199243220e-03
2.141443329e+02;5.257886834e-03
2.143523560e+02;2.670672722e-03
