1.960870056e+02,1.175523642e-02,1.960870056e+02,1.175523642e-02
1.962940979e+02,1.406220486e-03,1.962940979e+02,1.406220486e-03
1.965012054e+02,4.798397887e-03,1.965012054e+02,4.798397887e-03
1.967083282e+02,1.256015990e-02,1.967083282e+02,1.256015990e-02
1.969154510e+02,9.915411472e-03,1.969154510e+02,9.915411472e-03
1.971225891e+02,3.591012675e-03,1.971225891e+02,3.591012675e-03
1.973297424e+02,-4.601958208e-03,1.973297424e+02,-4.601958208e-03
1.975368958e+02,4.510925151e-03,1.975368958e+02,4.510925151e-03
1.977440643e+02,1.373879798e-02,1.977440643e+02,1.373879798e-02
1.979512482e+02,3.418528941e-03,1.979512482e+02,3.418528941e-03
1.981584320e+02,1.693693106e-03,1.981584320e+02,1.693693106e-03
1.983656311e+02,2.383627463e-03,1.983656311e+02,2.383627463e-03
1.985728455e+02,7.644377183e-03,1.985728455e+02,7.644377183e-03
1.987800751e+02,-5.773409503e-04,1.987800751e+02,-5.773409503e-04
1.989873047e+02,9.800422005e-03,1.989873047e+02,9.800422005e-03
1.991945496e+02,1.262484118e-03,1.991945496e+02,1.262484118e-03
1.994018097e+02,1.790715195e-02,1.994018097e+02,1.790715195e-02
1.996090698e+02,5.114617757e-03,1.996090698e+02,5.114617757e-03
1.998163452e+02,-8.339102380e-03,1.998163452e+02,-8.339102380e-03
2.000236359e+02,1.215769816e-02,2.000236359e+02,1.215769816e-02
2.002309418e+02,1.816587709e-02,2.002309418e+02,1.816587709e-02
2.004382477e+02,5.747057498e-03,2.004382477e+02,5.747057498e-03
2.006455688e+02,-2.704638522e-03,2.006455688e+02,-2.704638522e-03
2.008528900e+02,1.276139077e-02,2.008528900e+02,1.276139077e-02
2.010602417e+02,1.100780722e-02,2.010602417e+02,1.100780722e-02
2.012675934e+02,-3.653298365e-03,2.012675934e+02,-3.653298365e-03
2.014749451e+02,1.204989618e-03,2.014749451e+02,1.204989618e-03
2.016823273e+02,6.322002970e-03,2.016823273e+02,6.322002970e-03
2.018897095e+02,5.747057498e-03,2.018897095e+02,5.747057498e-03
2.020971069e+02,5.438024527e-04,2.020971069e+02,5.438024527e-04
2.023045044e+02,-4.429474473e-03,2.023045044e+02,-4.429474473e-03
2.025119171e+02,2.613605699e-03,2.025119171e+02,2.613605699e-03
2.027193451e+02,7.960597053e-03,2.027193451e+02,7.960597053e-03
2.029267883e+02,-1.748791983e-04,2.029267883e+02,-1.748791983e-04
2.031342316e+02,-2.036264632e-04,2.031342316e+02,-2.036264632e-04
2.033416901e+02,1.368130278e-02,2.033416901e+02,1.368130278e-02
2.035491638e+02,8.909257129e-03,2.035491638e+02,8.909257129e-03
2.037566376e+02,-2.474660520e-03,2.037566376e+02,-2.474660520e-03
2.039641418e+02,-1.123538939e-03,2.039641418e+02,-1.123538939e-03
2.041716309e+02,4.597167019e-03,2.041716309e+02,4.597167019e-03
2.043791504e+02,1.638354547e-02,2.043791504e+02,1.638354547e-02
2.045866699e+02,-6.355541293e-03,2.045866699e+02,-6.355541293e-03
2.047942047e+02,1.291231369e-03,2.047942047e+02,1.291231369e-03
2.050017548e+02,2.613605699e-03,2.050017548e+02,2.613605699e-03
2.052093048e+02,6.839453708e-03,2.052093048e+02,6.839453708e-03
2.054168701e+02,6.379497238e-03,2.054168701e+02,6.379497238e-03
2.056244507e+02,-6.413036026e-03,2.056244507e+02,-6.413036026e-03
2.058320312e+02,1.813712902e-02,2.058320312e+02,1.813712902e-02
2.060396423e+02,2.929825569e-03,2.060396423e+02,2.929825569e-03
2.062472534e+02,-2.877122257e-03,2.062472534e+02,-2.877122257e-03
2.064548645e+02,1.235892903e-02,2.064548645e+02,1.235892903e-02
2.066624908e+02,1.319259964e-02,2.066624908e+02,1.319259964e-02
2.068701324e+02,1.348007191e-02,2.068701324e+02,1.348007191e-02
2.070777893e+02,4.712156020e-03,2.070777893e+02,4.712156020e-03
2.072854462e+02,-5.320639815e-03,2.072854462e+02,-5.320639815e-03
2.074931335e+02,2.020693198e-02,2.074931335e+02,2.020693198e-02
2.077008057e+02,7.701871917e-03,2.077008057e+02,7.701871917e-03
2.079085083e+02,-3.998265602e-03,2.079085083e+02,-3.998265602e-03
2.081162109e+02,-1.382264425e-03,2.081162109e+02,-1.382264425e-03
2.083239288e+02,1.020288374e-02,2.083239288e+02,1.020288374e-02
2.085316467e+02,3.131056437e-03,2.085316467e+02,3.131056437e-03
2.087393951e+02,1.463714987e-03,2.087393951e+02,1.463714987e-03
2.089471436e+02,-8.425344713e-03,2.089471436e+02,-8.425344713e-03
2.091548920e+02,8.650531061e-03,2.091548920e+02,8.650531061e-03
2.093626709e+02,6.609475706e-03,2.093626709e+02,6.609475706e-03
2.095704498e+02,4.625914153e-03,2.095704498e+02,4.625914153e-03
2.097782440e+02,-5.780596286e-03,2.097782440e+02,-5.780596286e-03
2.099860382e+02,9.972905740e-03,2.099860382e+02,9.972905740e-03
2.101938629e+02,9.311718866e-03,2.101938629e+02,9.311718866e-03
2.104016724e+02,-6.060882006e-04,2.104016724e+02,-6.060882006e-04
2.106095123e+02,8.312751306e-04,2.106095123e+02,8.312751306e-04
2.108173523e+02,1.503242459e-02,2.108173523e+02,1.503242459e-02
2.110252075e+02,6.954442710e-03,2.110252075e+02,6.954442710e-03
2.112330780e+02,2.096154727e-03,2.112330780e+02,2.096154727e-03
2.114409637e+02,1.690099761e-02,2.114409637e+02,1.690099761e-02
2.116488495e+02,2.839990333e-02,2.116488495e+02,2.839990333e-02
2.118567505e+02,9.800422005e-03,2.118567505e+02,9.800422005e-03
2.120646515e+02,-6.872992031e-03,2.120646515e+02,-6.872992031e-03
2.122725677e+02,1.968948171e-02,2.122725677e+02,1.968948171e-02
2.124804993e+02,1.141026895e-02,2.124804993e+02,1.141026895e-02
2.126884460e+02,2.535269223e-02,2.126884460e+02,2.535269223e-02
2.128963928e+02,2.843583701e-03,2.128963928e+02,2.843583701e-03
2.131043549e+02,-1.669737045e-03,2.131043549e+02,-1.669737045e-03
2.133123322e+02,1.931576803e-02,2.133123322e+02,1.931576803e-02
